,NumEmpleado,Horario,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado
2659,23532,14:00 - 15:00, , , , , , 
2660,23532,15:00 - 16:00, , , , , , 
2661,23532,16:00 - 17:00, , , , , , 
2662,23532,17:00 - 18:00, , , , , , 
2663,23532,18:00 - 19:00, , , , , , 
2664,23532,19:00 - 20:00, ,X,X, , , 
2665,23532,20:00 - 21:00, ,X, , , , 
2666,23532,21:00 - 22:00, , , , , , 
2667,23532,22:00 - 23:00, , , , , , 
2668,23532,3,,,,,,
2669,23587,7:00 - 8:00, , , ,X, , 
2670,23587,8:00 - 9:00, , , ,X, , 
2671,23587,9:00 - 10:00, ,X, , , , 
2672,23587,10:00 - 11:00, ,X, , , , 
2673,23587,11:00 - 12:00, , , , , , 
2674,23587,12:00 - 13:00, , , , , , 
2675,23587,13:00 - 14:00, , , , , , 
2676,23587,14:00 - 15:00, , , , , , 
2677,23587,15:00 - 16:00, , , , , , 
2678,23587,16:00 - 17:00, , , , , , 
2679,23587,17:00 - 18:00, , , , , , 
2680,23587,18:00 - 19:00, , , , , , 
2681,23587,19:00 - 20:00, , , , , , 
2682,23587,20:00 - 21:00, , , , , , 
2683,23587,21:00 - 22:00, , , , , , 
2684,23587,22:00 - 23:00, , , , , , 
2685,23587,4,,,,,,
2686,23590,7:00 - 8:00, , ,X,X,X, 
2687,23590,8:00 - 9:00, , ,X,X,X, 
2688,23590,9:00 - 10:00, , ,X,X, , 
2689,23590,10:00 - 11:00, , ,X,X, , 
2690,23590,11:00 - 12:00,X, ,X,X, , 
2691,23590,12:00 - 13:00,X, , , , , 
2692,23590,13:00 - 14:00,X, , , , , 
2693,23590,14:00 - 15:00,X, , , ,X, 
2694,23590,15:00 - 16:00,X,X, , ,X, 
2695,23590,16:00 - 17:00, ,X,X, ,X, 
2696,23590,17:00 - 18:00, ,X,X, , , 
2697,23590,18:00 - 19:00, , , , , , 
2698,23590,19:00 - 20:00, , , , , , 
2699,23590,20:00 - 21:00, , , , , , 
2700,23590,21:00 - 22:00, , , , , , 
2701,23590,22:00 - 23:00, , , , , , 
2702,23590,25,,,,,,
2703,23697,7:00 - 8:00,X,X, ,X, , 
2704,23697,8:00 - 9:00,X,X,X,X,X, 
2705,23697,9:00 - 10:00,X, ,X,X,X, 
2706,23697,10:00 - 11:00,X,X, ,X,X, 
2707,23697,11:00 - 12:00,X, , , ,X, 
2708,23697,12:00 - 13:00,X, , , , , 
2709,23697,13:00 - 14:00, , , , , , 
2710,23697,14:00 - 15:00, , , , , , 
2711,23697,15:00 - 16:00, , , , , , 
2712,23697,16:00 - 17:00, , , , , , 
2713,23697,17:00 - 18:00, , , , , , 
2714,23697,18:00 - 19:00, , , , , , 
2715,23697,19:00 - 20:00, , , , , , 
2716,23697,20:00 - 21:00, , , , , , 
2717,23697,21:00 - 22:00, , , , , , 
2718,23697,22:00 - 23:00, , , , , , 
2719,23697,19,,,,,,
2720,23829,7:00 - 8:00, , , , , , 
2721,23829,8:00 - 9:00, , , , , , 
2722,23829,9:00 - 10:00, , , , , , 
2723,23829,10:00 - 11:00, , , , , , 
2724,23829,11:00 - 12:00, , , , , , 
2725,23829,12:00 - 13:00, , , , , , 
2726,23829,13:00 - 14:00, , , , , , 
2727,23829,14:00 - 15:00, , , , , , 
2728,23829,15:00 - 16:00, , , , , , 
2729,23829,16:00 - 17:00, , , , , , 
2730,23829,17:00 - 18:00, , , , ,X, 
2731,23829,18:00 - 19:00,X, , , ,X, 
2732,23829,19:00 - 20:00,X, ,X, , , 
2733,23829,20:00 - 21:00, , , , , , 
2734,23829,21:00 - 22:00, , , , , , 
2735,23829,22:00 - 23:00, , , , , , 
2736,23829,5,,,,,,
2737,23839,7:00 - 8:00, , , , , , 
2738,23839,8:00 - 9:00, , , , , , 
2739,23839,9:00 - 10:00, , , , , , 
2740,23839,10:00 - 11:00, , , , , , 
2741,23839,11:00 - 12:00, , , , , , 
2742,23839,12:00 - 13:00, , , , , , 
2743,23839,13:00 - 14:00, , , , , , 
2744,23839,14:00 - 15:00, , , , , , 
2745,23839,15:00 - 16:00, , , , , , 
2746,23839,16:00 - 17:00, ,X, , , , 
2747,23839,17:00 - 18:00, ,X, ,X, , 
2748,23839,18:00 - 19:00, ,X,X,X, , 
2749,23839,19:00 - 20:00, , ,X, , , 
2750,23839,20:00 - 21:00, , ,X, , , 
2751,23839,21:00 - 22:00, , ,X, , , 
2752,23839,22:00 - 23:00, , , , , , 
2753,23839,9,,,,,,
2754,23870,7:00 - 8:00, , , , , , 
2755,23870,8:00 - 9:00, , , , , , 
2756,23870,9:00 - 10:00, , , , , , 
2757,23870,10:00 - 11:00, , , , , , 
2758,23870,11:00 - 12:00, ,X, , , , 
2759,23870,12:00 - 13:00,X,X, ,X, , 
2760,23870,13:00 - 14:00, , , ,X, , 
2761,23870,14:00 - 15:00, , , , , , 
2762,23870,15:00 - 16:00, , , ,X,X, 
2763,23870,16:00 - 17:00, ,X, ,X,X, 
2764,23870,17:00 - 18:00, ,X, , , , 
2765,23870,18:00 - 19:00, , , ,X, , 
2766,23870,19:00 - 20:00, , , ,X, , 
2767,23870,20:00 - 21:00,X, , , , , 
2768,23870,21:00 - 22:00,X, , , , , 
2769,23870,22:00 - 23:00, , , , , , 
2770,23870,15,,,,,,
2771,23874,7:00 - 8:00, , , , , , 
2772,23874,8:00 - 9:00, , , , , , 
2773,23874,9:00 - 10:00, , , , , , 
2774,23874,10:00 - 11:00, , , , , , 
2775,23874,11:00 - 12:00, , , , , , 
2776,23874,12:00 - 13:00, , , , , , 
2777,23874,13:00 - 14:00, , , , , , 
2778,23874,14:00 - 15:00, , , , , , 
2779,23874,15:00 - 16:00, , , , , , 
2780,23874,16:00 - 17:00, , , , , , 
2781,23874,17:00 - 18:00, , , , , , 
2782,23874,18:00 - 19:00, , , , , , 
2783,23874,19:00 - 20:00, , ,X,X, , 
2784,23874,20:00 - 21:00, , ,X,X, , 
2785,23874,21:00 - 22:00, , ,X,X, , 
2786,23874,22:00 - 23:00, , , , , , 
2787,23874,6,,,,,,
2788,24178,7:00 - 8:00, ,X, , ,X,X
2789,24178,8:00 - 9:00, ,X, , ,X,X
2790,24178,9:00 - 10:00, , , , , ,X
2791,24178,10:00 - 11:00, , , , , ,X
2792,24178,11:00 - 12:00, , , , , , 
2793,24178,12:00 - 13:00, , , , , , 
2794,24178,13:00 - 14:00, , , , , , 
2795,24178,14:00 - 15:00, , , , , , 
2796,24178,15:00 - 16:00, , , , , , 
2797,24178,16:00 - 17:00, , , , , , 
2798,24178,17:00 - 18:00, , , , , , 
2799,24178,18:00 - 19:00, , , , , , 
2800,24178,19:00 - 20:00, , , , , , 
2801,24178,20:00 - 21:00, , , , , , 
2802,24178,21:00 - 22:00, , , , , , 
2803,24178,22:00 - 23:00, , , , , , 
2804,24178,8,,,,,,
2805,24220,7:00 - 8:00, , , , , , 
2806,24220,8:00 - 9:00, , , , , , 
2807,24220,9:00 - 10:00, , , ,X, , 
2808,24220,10:00 - 11:00, , , ,X, , 
2809,24220,11:00 - 12:00, , , , ,X, 
2810,24220,12:00 - 13:00, , , , ,X, 
2811,24220,13:00 - 14:00, , , , , , 
2812,24220,14:00 - 15:00, , , , , , 
2813,24220,15:00 - 16:00, , , , , , 
2814,24220,16:00 - 17:00, , , , , , 
2815,24220,17:00 - 18:00, , , , , , 
2816,24220,18:00 - 19:00, ,X,X,X,X, 
2817,24220,19:00 - 20:00, ,X,X, ,X, 
2818,24220,20:00 - 21:00,X,X,X,X,X, 
2819,24220,21:00 - 22:00,X,X,X,X,X, 
2820,24220,22:00 - 23:00, , , , , , 
2821,24220,21,,,,,,
2822,24266,7:00 - 8:00, , , , , , 
2823,24266,8:00 - 9:00, , , , , , 
2824,24266,9:00 - 10:00, ,X,X, ,X, 
2825,24266,10:00 - 11:00, ,X,X, , , 
2826,24266,11:00 - 12:00, , ,X, , , 
2827,24266,12:00 - 13:00, , ,X, , , 
2828,24266,13:00 - 14:00, , , , , , 
2829,24266,14:00 - 15:00, , , , , , 
2830,24266,15:00 - 16:00, , , , , , 
2831,24266,16:00 - 17:00,X, , ,X, , 
2832,24266,17:00 - 18:00,X, , ,X, , 
2833,24266,18:00 - 19:00,X, , ,X, , 
2834,24266,19:00 - 20:00,X, , ,X, , 
2835,24266,20:00 - 21:00,X, , ,X, , 
2836,24266,21:00 - 22:00,X, , ,X, , 
2837,24266,22:00 - 23:00, , , , , , 
2838,24266,19,,,,,,
2839,24338,7:00 - 8:00, , , , , , 
2840,24338,8:00 - 9:00, , , , , , 
2841,24338,9:00 - 10:00, , , , , , 
2842,24338,10:00 - 11:00, , , , , , 
2843,24338,11:00 - 12:00, , , , , , 
2844,24338,12:00 - 13:00, , , , , , 
2845,24338,13:00 - 14:00, , , , , , 
2846,24338,14:00 - 15:00, , , , , , 
2847,24338,15:00 - 16:00, , , , , , 
2848,24338,16:00 - 17:00, , , , , , 
2849,24338,17:00 - 18:00, , , , , , 
2850,24338,18:00 - 19:00, , , , , , 
2851,24338,19:00 - 20:00, , , , , , 
2852,24338,20:00 - 21:00, , , ,X,X, 
2853,24338,21:00 - 22:00, , , ,X,X, 
2854,24338,22:00 - 23:00, , , , , , 
2855,24338,4,,,,,,
2856,24533,7:00 - 8:00,X, , , , , 
2857,24533,8:00 - 9:00,X, ,X, , , 
2858,24533,9:00 - 10:00, , ,X, , , 
2859,24533,10:00 - 11:00,X, ,X, , , 
2860,24533,11:00 - 12:00, , , , , , 
2861,24533,12:00 - 13:00, , , , , , 
2862,24533,13:00 - 14:00, , , , , , 
2863,24533,14:00 - 15:00, , , , , , 
2864,24533,15:00 - 16:00, , , , , , 
2865,24533,16:00 - 17:00, , , , , , 
2866,24533,17:00 - 18:00, , , , , , 
2867,24533,18:00 - 19:00, , , , , , 
2868,24533,19:00 - 20:00, , , , , , 
2869,24533,20:00 - 21:00, , , , , , 
2870,24533,21:00 - 22:00, , , , , , 
2871,24533,22:00 - 23:00, , , , , , 
2872,24533,6,,,,,,
2873,24647,7:00 - 8:00,X,X,X, , , 
2874,24647,8:00 - 9:00,X,X,X, , , 
2875,24647,9:00 - 10:00,X, ,X, , , 
2876,24647,10:00 - 11:00,X,X,X, , , 
2877,24647,11:00 - 12:00, ,X,X, , , 
2878,24647,12:00 - 13:00, , , , , , 
2879,24647,13:00 - 14:00, , , , , , 
2880,24647,14:00 - 15:00, , , , , , 
2881,24647,15:00 - 16:00, , , , , , 
2882,24647,16:00 - 17:00, , , , , , 
2883,24647,17:00 - 18:00, , , ,X,X, 
2884,24647,18:00 - 19:00, , , ,X,X, 
2885,24647,19:00 - 20:00, , , ,X,X, 
2886,24647,20:00 - 21:00, , , ,X,X, 
2887,24647,21:00 - 22:00, , , , ,X, 
2888,24647,22:00 - 23:00, , , , , , 
2889,24647,22,,,,,,
2890,24723,7:00 - 8:00, ,X,X,X, , 
2891,24723,8:00 - 9:00,X,X,X,X, , 
2892,24723,9:00 - 10:00,X,X,X,X, , 
2893,24723,10:00 - 11:00, ,X,X,X,X, 
2894,24723,11:00 - 12:00, , ,X,X,X, 
2895,24723,12:00 - 13:00, , , ,X, , 
2896,24723,13:00 - 14:00, , , , , , 
2897,24723,14:00 - 15:00, , , , , , 
2898,24723,15:00 - 16:00, , , , , , 
2899,24723,16:00 - 17:00, , , , , , 
2900,24723,17:00 - 18:00, , , , , , 
2901,24723,18:00 - 19:00, , , , , , 
2902,24723,19:00 - 20:00, , , , , , 
2903,24723,20:00 - 21:00, , , , , , 
2904,24723,21:00 - 22:00, , , , , , 
2905,24723,22:00 - 23:00, , , , , , 
2906,24723,19,,,,,,
2907,25019,7:00 - 8:00, , , , , , 
2908,25019,8:00 - 9:00, , , , , , 
2909,25019,9:00 - 10:00,X,X,X,X,X, 
2910,25019,10:00 - 11:00,X,X,X,X,X, 
2911,25019,11:00 - 12:00,X,X,X,X,X, 
2912,25019,12:00 - 13:00,X,X,X,X,X, 
2913,25019,13:00 - 14:00, , , , , , 
2914,25019,14:00 - 15:00, , , , , , 
2915,25019,15:00 - 16:00, , , , , , 
2916,25019,16:00 - 17:00, , , , , , 
2917,25019,17:00 - 18:00,X,X,X,X,X, 
2918,25019,18:00 - 19:00,X,X,X,X,X, 
2919,25019,19:00 - 20:00,X,X,X,X,X, 
2920,25019,20:00 - 21:00,X,X,X,X,X, 
2921,25019,21:00 - 22:00, , , , , , 
2922,25019,22:00 - 23:00, , , , , , 
2923,25019,40,,,,,,
2924,25030,7:00 - 8:00, ,X, , , , 
2925,25030,8:00 - 9:00, ,X, , , , 
2926,25030,9:00 - 10:00, ,X, ,X, , 
2927,25030,10:00 - 11:00, , , , , , 
2928,25030,11:00 - 12:00, , , ,X, , 
2929,25030,12:00 - 13:00, , ,X,X, , 
2930,25030,13:00 - 14:00, , ,X, , , 
2931,25030,14:00 - 15:00, , , , , , 
2932,25030,15:00 - 16:00, , , ,X, , 
2933,25030,16:00 - 17:00, ,X,X,X, , 
2934,25030,17:00 - 18:00, ,X,X,X, , 
2935,25030,18:00 - 19:00, ,X,X, , , 
2936,25030,19:00 - 20:00, , , , , , 
2937,25030,20:00 - 21:00, , , , , , 
2938,25030,21:00 - 22:00, , , , , , 
2939,25030,22:00 - 23:00, , , , , , 
2940,25030,17,,,,,,
2941,25093,7:00 - 8:00, , ,X, , , 
2942,25093,8:00 - 9:00, , ,X, , , 
2943,25093,9:00 - 10:00, , , , ,X, 
2944,25093,10:00 - 11:00, , , , ,X, 
2945,25093,11:00 - 12:00, , , , , , 
2946,25093,12:00 - 13:00, , , , , , 
2947,25093,13:00 - 14:00, , , , , , 
2948,25093,14:00 - 15:00, , , , , , 
2949,25093,15:00 - 16:00, , , , , , 
2950,25093,16:00 - 17:00, , , , , , 
2951,25093,17:00 - 18:00, , , , , , 
2952,25093,18:00 - 19:00, , , , , , 
2953,25093,19:00 - 20:00, , , , , , 
2954,25093,20:00 - 21:00, , , , , , 
2955,25093,21:00 - 22:00, , , , , , 
2956,25093,22:00 - 23:00, , , , , , 
2957,25093,4,,,,,,
2958,25095,7:00 - 8:00, , , , , , 
2959,25095,8:00 - 9:00, , , , , , 
2960,25095,9:00 - 10:00, , , , , , 
2961,25095,10:00 - 11:00, , , , , , 
2962,25095,11:00 - 12:00, , , , , , 
2963,25095,12:00 - 13:00, , , , , , 
2964,25095,13:00 - 14:00, , , , , , 
2965,25095,14:00 - 15:00, , , , , , 
2966,25095,15:00 - 16:00, , , , , , 
2967,25095,16:00 - 17:00, , , , , , 
2968,25095,17:00 - 18:00, , , , , , 
2969,25095,18:00 - 19:00, ,X, , , , 
2970,25095,19:00 - 20:00, , , , , , 
2971,25095,20:00 - 21:00, , , , ,X, 
2972,25095,21:00 - 22:00, , , , ,X, 
2973,25095,22:00 - 23:00, , , , , , 
2974,25095,3,,,,,,
2975,25100,7:00 - 8:00, , , , , , 
2976,25100,8:00 - 9:00, , , , , , 
2977,25100,9:00 - 10:00, , ,X, , , 
2978,25100,10:00 - 11:00, , ,X, , , 
2979,25100,11:00 - 12:00,X, ,X,X, , 
2980,25100,12:00 - 13:00,X, ,X,X, , 
2981,25100,13:00 - 14:00, , , , , , 
2982,25100,14:00 - 15:00, , , , , , 
2983,25100,15:00 - 16:00, , , , , , 
2984,25100,16:00 - 17:00, , , , , , 
2985,25100,17:00 - 18:00, , , ,X, , 
2986,25100,18:00 - 19:00, ,X, , ,X, 
2987,25100,19:00 - 20:00,X,X,X, ,X, 
2988,25100,20:00 - 21:00,X, ,X, , , 
2989,25100,21:00 - 22:00, , , , , , 
2990,25100,22:00 - 23:00, , , , , , 
2991,25100,17,,,,,,
2992,25104,7:00 - 8:00, , , , , , 
2993,25104,8:00 - 9:00, , , , , , 
2994,25104,9:00 - 10:00, , , , , , 
2995,25104,10:00 - 11:00, , , , , , 
2996,25104,11:00 - 12:00, , , , , , 
2997,25104,12:00 - 13:00, , , , , , 
2998,25104,13:00 - 14:00, , , , , , 
2999,25104,14:00 - 15:00, , , , , , 
3000,25104,15:00 - 16:00, , , , , , 
3001,25104,16:00 - 17:00, ,X, , ,X, 
3002,25104,17:00 - 18:00, ,X, , ,X, 
3003,25104,18:00 - 19:00, , , , , , 
3004,25104,19:00 - 20:00, ,X, , , , 
3005,25104,20:00 - 21:00, ,X, , ,X, 
3006,25104,21:00 - 22:00, , , , ,X, 
3007,25104,22:00 - 23:00, , , , , , 
3008,25104,8,,,,,,
3009,25151,7:00 - 8:00, , , , , , 
3010,25151,8:00 - 9:00, , , , , , 
3011,25151,9:00 - 10:00, , , , , , 
3012,25151,10:00 - 11:00, , , , , , 
3013,25151,11:00 - 12:00, , , , , , 
3014,25151,12:00 - 13:00, , , , , , 
3015,25151,13:00 - 14:00, , , , , , 
3016,25151,14:00 - 15:00, , , , , , 
3017,25151,15:00 - 16:00, , , , , , 
3018,25151,16:00 - 17:00, , , , , , 
3019,25151,17:00 - 18:00, , , , , , 
3020,25151,18:00 - 19:00,X, ,X,X,X, 
3021,25151,19:00 - 20:00,X, ,X,X,X, 
3022,25151,20:00 - 21:00, , ,X,X,X, 
3023,25151,21:00 - 22:00, , , ,X,X, 
3024,25151,22:00 - 23:00, , , , , , 
3025,25151,13,,,,,,
3026,25152,7:00 - 8:00, , , , , , 
3027,25152,8:00 - 9:00, , , , , , 
3028,25152,9:00 - 10:00, , ,X, ,X, 
3029,25152,10:00 - 11:00, , ,X, ,X, 
3030,25152,11:00 - 12:00, , , , ,X, 
3031,25152,12:00 - 13:00, ,X, ,X,X, 
3032,25152,13:00 - 14:00, ,X, , ,X, 
3033,25152,14:00 - 15:00, ,X, , , , 
3034,25152,15:00 - 16:00, , , , , , 
3035,25152,16:00 - 17:00, , , , , , 
3036,25152,17:00 - 18:00, , , , , , 
3037,25152,18:00 - 19:00, , , , , , 
3038,25152,19:00 - 20:00, , , , , , 
3039,25152,20:00 - 21:00, , , , , , 
3040,25152,21:00 - 22:00, , , , , , 
3041,25152,22:00 - 23:00, , , , , , 
3042,25152,11,,,,,,
3043,25165,7:00 - 8:00,X, ,X,X,X, 
3044,25165,8:00 - 9:00,X, ,X,X,X, 
3045,25165,9:00 - 10:00,X, ,X,X,X, 
3046,25165,10:00 - 11:00,X, ,X,X,X, 
3047,25165,11:00 - 12:00, , , , , , 
3048,25165,12:00 - 13:00, , , , , , 
3049,25165,13:00 - 14:00, , , , , , 
3050,25165,14:00 - 15:00, , , , , , 
3051,25165,15:00 - 16:00, , , , , , 
3052,25165,16:00 - 17:00, , , , , , 
3053,25165,17:00 - 18:00,X, , , , , 
3054,25165,18:00 - 19:00,X, , , , , 
3055,25165,19:00 - 20:00, , , , , , 
3056,25165,20:00 - 21:00, ,X, , , , 
3057,25165,21:00 - 22:00, , , , , , 
3058,25165,22:00 - 23:00, , , , , , 
3059,25165,19,,,,,,
3060,25166,7:00 - 8:00,X,X, ,X,X, 
3061,25166,8:00 - 9:00,X,X,X,X,X, 
3062,25166,9:00 - 10:00,X,X,X,X,X, 
3063,25166,10:00 - 11:00, ,X,X,X, , 
3064,25166,11:00 - 12:00,X,X, ,X, , 
3065,25166,12:00 - 13:00, ,X, ,X, , 
3066,25166,13:00 - 14:00, , , , , , 
3067,25166,14:00 - 15:00, , , , , , 
3068,25166,15:00 - 16:00, , , , , , 
3069,25166,16:00 - 17:00, , , , , , 
3070,25166,17:00 - 18:00, , , , , , 
3071,25166,18:00 - 19:00, , , , , , 
3072,25166,19:00 - 20:00, , , , , , 
3073,25166,20:00 - 21:00, , , , , , 
3074,25166,21:00 - 22:00, , , , , , 
3075,25166,22:00 - 23:00, , , , , , 
3076,25166,22,,,,,,
3077,25192,7:00 - 8:00, , , , , , 
3078,25192,8:00 - 9:00, , , , , , 
3079,25192,9:00 - 10:00, , , , , , 
3080,25192,10:00 - 11:00, , , , , , 
3081,25192,11:00 - 12:00, , , ,X, , 
3082,25192,12:00 - 13:00, , , ,X, , 
3083,25192,13:00 - 14:00, , , , , , 
3084,25192,14:00 - 15:00, , , , , , 
3085,25192,15:00 - 16:00, , , , , , 
3086,25192,16:00 - 17:00, , , , , , 
3087,25192,17:00 - 18:00, , , , , , 
3088,25192,18:00 - 19:00, , , , , , 
3089,25192,19:00 - 20:00, , , , , , 
3090,25192,20:00 - 21:00, , , , , , 
3091,25192,21:00 - 22:00, , , , , , 
3092,25192,22:00 - 23:00, , , , , , 
3093,25192,2,,,,,,
3094,25355,7:00 - 8:00,X, ,X,X, , 
3095,25355,8:00 - 9:00, , ,X,X, , 
3096,25355,9:00 - 10:00, , , , , , 
3097,25355,10:00 - 11:00, , , , , , 
3098,25355,11:00 - 12:00, , , , , , 
3099,25355,12:00 - 13:00, , , , , , 
3100,25355,13:00 - 14:00, , , , , , 
3101,25355,14:00 - 15:00, , , , , , 
3102,25355,15:00 - 16:00, , , , , , 
3103,25355,16:00 - 17:00, , , , , , 
3104,25355,17:00 - 18:00, , , , , , 
3105,25355,18:00 - 19:00, , , , , , 
3106,25355,19:00 - 20:00, , , , , , 
3107,25355,20:00 - 21:00, , , , , , 
3108,25355,21:00 - 22:00, , , , , , 
3109,25355,22:00 - 23:00, , , , , , 
3110,25355,5,,,,,,
3111,25359,7:00 - 8:00, , , , , , 
3112,25359,8:00 - 9:00, , , , , , 
3113,25359,9:00 - 10:00, , , , , , 
3114,25359,10:00 - 11:00, , , , , , 
3115,25359,11:00 - 12:00, , , , , , 
3116,25359,12:00 - 13:00, , , , , , 
3117,25359,13:00 - 14:00, , , , , , 
3118,25359,14:00 - 15:00, , , , , , 
3119,25359,15:00 - 16:00, , , , , , 
3120,25359,16:00 - 17:00, , , , , , 
3121,25359,17:00 - 18:00, , , , , , 
3122,25359,18:00 - 19:00, , , , , , 
3123,25359,19:00 - 20:00, , , , , , 
3124,25359,20:00 - 21:00,X,X, , , , 
3125,25359,21:00 - 22:00,X,X, , , , 
3126,25359,22:00 - 23:00, , , , , , 
3127,25359,4,,,,,,
3128,25362,7:00 - 8:00, , , , , , 
3129,25362,8:00 - 9:00, , , , , , 
3130,25362,9:00 - 10:00, , , , , , 
3131,25362,10:00 - 11:00, , , , , , 
3132,25362,11:00 - 12:00, , , , , , 
3133,25362,12:00 - 13:00, , , , , , 
3134,25362,13:00 - 14:00, , , , , , 
3135,25362,14:00 - 15:00, , , , , , 
3136,25362,15:00 - 16:00, , , , , , 
3137,25362,16:00 - 17:00,X,X, , ,X, 
3138,25362,17:00 - 18:00, , , , ,X, 
3139,25362,18:00 - 19:00,X, , , , , 
3140,25362,19:00 - 20:00,X, , , , , 
3141,25362,20:00 - 21:00, , ,X, , , 
3142,25362,21:00 - 22:00, , ,X, , , 
3143,25362,22:00 - 23:00, , , , , , 
3144,25362,8,,,,,,
3145,25391,7:00 - 8:00,X,X, , , , 
3146,25391,8:00 - 9:00,X,X, , , , 
3147,25391,9:00 - 10:00,X, , , , , 
3148,25391,10:00 - 11:00, , , , , , 
3149,25391,11:00 - 12:00, , , , , , 
3150,25391,12:00 - 13:00, , , , , , 
3151,25391,13:00 - 14:00, , , , , , 
3152,25391,14:00 - 15:00, , , , , , 
3153,25391,15:00 - 16:00, , , , , , 
3154,25391,16:00 - 17:00, , , , , , 
3155,25391,17:00 - 18:00, , , , , , 
3156,25391,18:00 - 19:00, , , , , , 
3157,25391,19:00 - 20:00, , , , , , 
3158,25391,20:00 - 21:00, , , , , , 
3159,25391,21:00 - 22:00, , , , , , 
3160,25391,22:00 - 23:00, , , , , , 
3161,25391,5,,,,,,
3162,25419,7:00 - 8:00, , , , , , 
3163,25419,8:00 - 9:00, , , , , , 
3164,25419,9:00 - 10:00, , , , , , 
3165,25419,10:00 - 11:00, , , , , , 
3166,25419,11:00 - 12:00, , , , , , 
3167,25419,12:00 - 13:00, , , , , , 
3168,25419,13:00 - 14:00, , , , , , 
3169,25419,14:00 - 15:00, , , , , , 
3170,25419,15:00 - 16:00, , , , , , 
3171,25419,16:00 - 17:00,X,X, , , , 
3172,25419,17:00 - 18:00,X, , , , , 
3173,25419,18:00 - 19:00, , , , , , 
3174,25419,19:00 - 20:00, , , , , , 
3175,25419,20:00 - 21:00, , , , , , 
3176,25419,21:00 - 22:00, , , , , , 
3177,25419,22:00 - 23:00, , , , , , 
3178,25419,3,,,,,,
3179,25422,7:00 - 8:00, , , , , , 
3180,25422,8:00 - 9:00, , , ,X, , 
3181,25422,9:00 - 10:00, ,X, ,X,X, 
3182,25422,10:00 - 11:00, ,X,X, ,X, 
3183,25422,11:00 - 12:00, , ,X, ,X, 
3184,25422,12:00 - 13:00, , , , , , 
3185,25422,13:00 - 14:00, , , , , , 
3186,25422,14:00 - 15:00, , , , , , 
3187,25422,15:00 - 16:00, , , , , , 
3188,25422,16:00 - 17:00, , , ,X,X, 
3189,25422,17:00 - 18:00, ,X, ,X,X, 
3190,25422,18:00 - 19:00, ,X, ,X,X, 
3191,25422,19:00 - 20:00, ,X,X,X, , 
3192,25422,20:00 - 21:00, , ,X, , , 
3193,25422,21:00 - 22:00, , , , , , 
3194,25422,22:00 - 23:00, , , , , , 
3195,25422,21,,,,,,
3196,25435,7:00 - 8:00, , , , , , 
3197,25435,8:00 - 9:00, , , , , , 
3198,25435,9:00 - 10:00, , , , , , 
3199,25435,10:00 - 11:00, , , , , , 
3200,25435,11:00 - 12:00,X,X,X,X,X, 
3201,25435,12:00 - 13:00,X,X,X,X,X, 
3202,25435,13:00 - 14:00,X, , , ,X, 
3203,25435,14:00 - 15:00, , , , , , 
3204,25435,15:00 - 16:00, ,X, , , , 
3205,25435,16:00 - 17:00,X,X, , , , 
3206,25435,17:00 - 18:00,X,X, , ,X, 
3207,25435,18:00 - 19:00,X, , , ,X, 
3208,25435,19:00 - 20:00,X, , , ,X, 
3209,25435,20:00 - 21:00, , , , ,X, 
3210,25435,21:00 - 22:00, , , , ,X, 
3211,25435,22:00 - 23:00, , , , , , 
3212,25435,24,,,,,,
3213,25482,7:00 - 8:00, , , , , , 
3214,25482,8:00 - 9:00, , , , , , 
3215,25482,9:00 - 10:00, , , , , , 
3216,25482,10:00 - 11:00, , , , , , 
3217,25482,11:00 - 12:00, , , , , , 
3218,25482,12:00 - 13:00, , , , , , 
3219,25482,13:00 - 14:00, , , , , , 
3220,25482,14:00 - 15:00, , , , , , 
3221,25482,15:00 - 16:00, , , , , , 
3222,25482,16:00 - 17:00, , , , , , 
3223,25482,17:00 - 18:00, , , , , , 
3224,25482,18:00 - 19:00, , , , , , 
3225,25482,19:00 - 20:00, , , , , , 
3226,25482,20:00 - 21:00,X, ,X, ,X, 
3227,25482,21:00 - 22:00,X, ,X, ,X, 
3228,25482,22:00 - 23:00, , , , , , 
3229,25482,6,,,,,,
3230,25557,7:00 - 8:00, , , , , , 
3231,25557,8:00 - 9:00, ,X, ,X, , 
3232,25557,9:00 - 10:00, ,X, ,X, , 
3233,25557,10:00 - 11:00, ,X, ,X, , 
3234,25557,11:00 - 12:00, ,X, ,X, , 
3235,25557,12:00 - 13:00, , , ,X, , 
3236,25557,13:00 - 14:00, , , , , , 
3237,25557,14:00 - 15:00, , , , , , 
3238,25557,15:00 - 16:00, , , , , , 
3239,25557,16:00 - 17:00, , ,X,X, , 
3240,25557,17:00 - 18:00, ,X,X,X, , 
3241,25557,18:00 - 19:00, ,X, ,X, , 
3242,25557,19:00 - 20:00, ,X, ,X, , 
3243,25557,20:00 - 21:00, , , , , , 
3244,25557,21:00 - 22:00, , , , , , 
3245,25557,22:00 - 23:00, , , , , , 
3246,25557,18,,,,,,
3247,25625,7:00 - 8:00, , , , , , 
3248,25625,8:00 - 9:00, , , , , , 
3249,25625,9:00 - 10:00, , , , , , 
3250,25625,10:00 - 11:00, , , , , , 
3251,25625,11:00 - 12:00, , , , , , 
